Frame Number	X Location	Y Location	Integrated Intensity of Spot	Parent_Nuclei
2	96.88235294	178.5882353	6.686274678	39
				
2	119	183.5	4.474509925	43
				
2	304.6176471	184.0294118	14.7568631	41
				
2	386.1538462	184.8461538	4.380392268	42
				
2	110.5555556	186.7037037	11.14901987	43
				
2	390	187.4736842	7.929411948	42
				
2	203.8333333	189.5416667	9.368627712	44
				
2	323.2857143	189.5	5.121568799	45
				
2	452.5238095	190.5238095	7.749019831	46
				
2	323.8823529	199.4117647	6.156862885	45
				
2	460.7894737	199.8947368	16.40000036	46
				
2	37	202.5	5.525490314	47
				
2	149.5	203.2857143	5.447058961	48
				
2	258.1111111	207.9444444	6.752941385	50
				
2	365.2972973	223.1081081	15.11372586	49
				
2	265	224	7.847059071	50
				
2	179.8421053	227.4210526	6.545098215	51
				
2	192.3846154	233.3846154	4.650980547	51
				
2	74.24	234.2	10.1058826	52
				
2	66	241.7083333	9.572549269	52
				
3	44.23076923	37.38461538	4.788235426	2
				
3	90.61538462	38.15384615	4.294117764	1
				
3	250.75	37.625	2.886274561	5
				
3	252.8181818	38.90909091	4.36470601	5
				
3	46.21428571	39.92857143	5.964706019	2
				
3	307.5333333	41.86666667	5.721568778	3
				
3	487.3235294	45.41176471	14.27451022	7
				
3	44.28	46.6	9.168627709	2
				
3	200.2285714	47.42857143	16.15686314	4
				
3	260.7857143	47.35714286	4.890196189	5
				
3	411.9655172	51.79310345	12.18431398	8
				
3	380.3333333	53.14814815	10.54509829	6
				
3	499.1578947	54.15789474	7.301960975	7
				
3	453.6666667	54.73333333	5.494117796	9
				
3	111	55.5	4.784313858	10
				
3	417.2413793	55.82758621	12.75294143	8
				
3	376.1111111	57.55555556	6.568627641	6
				
3	121.25	60.83333333	9.294117898	10
				
3	441.4	63.4	5.666666836	9
				
3	137.2777778	69.44444444	15.06274551	15
				
3	240.6333333	69.36666667	12.37254928	11
				
3	78.95	71.25	7.992157057	14
				
3	288.4347826	75.91304348	8.709804118	12
				
3	73	77.64285714	4.925490305	14
				
3	237.5	76.78571429	12.37647077	11
				
3	139.25	79.05	6.929411933	15
				
3	327.25	78.725	17.81960823	20
				
3	363.4545455	79.85454545	24.21176533	19
				
3	459.4736842	83.73684211	7.090196222	17
				
3	192.1176471	86.58823529	6.250980556	16
				
3	127.7	87.3	3.760784402	15
				
3	478.7419355	86.35483871	12.41176496	17
				
3	412.76	90.32	9.270588532	21
				
3	178.75	91.41666667	9.023529708	16
				
3	430.1153846	98.69230769	9.627451271	22
				
3	440.952381	105.8095238	7.992157057	22
				
3	274.2666667	108.0666667	4.984313861	25
				
3	225.9090909	109.9090909	8.372549281	23
				
3	44	113	3.254902065	24
				
3	170	117	7.772549242	27
				
3	297.9583333	116.7083333	10.101961	26
				
3	460.3714286	118.0571429	14.08627491	31
				
3	225.2	118.3	3.996078521	23
				
3	111	120	7.937255129	28
				
3	226.125	121.25	5.172549129	23
				
3	261.1818182	120.8181818	3.745098159	25
				
3	177.8	125	9.870588481	27
				
3	87.125	125.875	2.835294157	32
				
3	346.05	126.1	7.33725509	29
				
3	115.0322581	127.1935484	13.75294134	28
				
3	450.96	129.4	10.28627484	31
				
3	340.5	129.8	3.470588326	29
				
3	384.375	130.4375	6.282353133	30
				
3	74.25925926	132.4074074	10.58431393	32
				
3	374.5	134.7857143	11.45882382	30
				
3	407	137	8.501961008	34
				
3	285.4583333	144.9583333	9.631372809	35
				
3	414.8965517	147.4827586	12.3058826	34
				
3	220.125	150.125	2.600000054	36
				
3	204.3913043	157.9565217	8.282353178	36
				
3	279.7826087	159.0869565	8.882353187	35
				
3	26.6	159.84	10.11764725	38
				
3	421.24	160.8	9.474510059	40
				
3	80.68	164.64	9.784313947	41
				
3	348.1578947	164.8421053	7.094117835	39
				
3	152.0789474	165.8684211	16.03921603	37
				
3	320	169.2857143	4.537255049	43
				
3	18.66666667	169.8888889	2.850980476	38
				
3	241.4242424	171.4242424	13.48235326	42
				
3	259.4827586	170.8965517	12.84313758	42
				
3	206.1666667	177.9	12.70196114	46
				
3	98.8	178.7333333	12.39215715	41
				
3	120.6666667	182.5333333	5.509804055	45
				
3	387	184.5	6.537255079	44
				
3	110	185	9.027451172	45
				
3	305.225	184.775	17.90196122	43
				
3	325.75	187.95	7.270588428	49
				
3	390	189	9.478431553	44
				
3	204.0333333	190.6	12.8039218	46
				
3	453.3913043	190.7826087	8.8627453	47
				
3	324.6153846	197.3846154	4.545098156	49
				
3	459.5757576	199.0606061	14.80392189	47
				
3	37.61904762	201.952381	8.019608021	48
				
3	149.7777778	203.5	7.141176641	50
				
3	256.7826087	207.9130435	8.623529613	52
				
3	156.125	213.875	2.725490257	50
				
3	429.65	219.4	7.427451223	53
				
3	266.7727273	222.0909091	9.341176704	52
				
3	367.1818182	222.8181818	14.23921598	51
				
3	180.1	224.95	6.698039398	54
				
3	420.8823529	225.4117647	7.270588398	53
				
3	191.6363636	230.0909091	3.996078521	54
				
3	74.63333333	232.6333333	12.54509827	55
				
3	67.08333333	241.0833333	10.84313752	55
				
4	78.36363636	36.90909091	3.764706001	1
				
4	251.173913	37	9.819608107	3
				
4	45.5	38	10.61568658	2
				
4	90.11111111	39.66666667	3.011764765	1
				
4	307.3529412	41.47058824	6.686274648	5
				
4	259.3529412	45	6.231372699	3
				
4	486.8214286	44.39285714	10.96078457	6
				
4	45.33333333	47.875	9.403921768	2
				
4	198.547619	47.71428571	18.83529447	4
				
4	378.3666667	52.36666667	13.38431406	7
				
4	499.3684211	51.78947368	7.517647237	6
				
4	109.9473684	54.15789474	6.517647207	9
				
4	413.0645161	53.35483871	14.01568653	8
				
4	454.4230769	55.5	10.36470605	11
				
4	417.75	57.67857143	11.85098068	8
				
4	374.1	57.95	7.094117865	7
				
4	121.7826087	63.08695652	9.086274743	9
				
4	443.2352941	62.47058824	6.454902142	11
				
4	137.2105263	68.15789474	16.75686298	15
				
4	242.1714286	67.68571429	14.56862783	10
				
4	79.4	70.85	7.929411992	14
				
4	15.63333333	72.1	12.89411803	12
				
4	76.5	74.40909091	7.615686417	14
				
4	237.8125	75.78125	14.039216	10
				
4	287.8181818	75.5	8.866666883	13
				
4	362.2413793	77.06896552	12.68627477	18
				
4	140.9444444	78.55555556	7.129411906	15
				
4	11.7826087	80.86956522	9.690196276	12
				
4	364.6551724	81.72413793	13.16470622	18
				
4	459.4666667	83.86666667	5.686274692	16
				
4	192	86.93333333	5.490196183	17
				
4	480.3030303	86.90909091	13.80000032	16
				
4	413.5	91	10.93333356	19
				
4	181.0263158	93	14.72941217	17
				
4	431.875	97.95833333	8.600000247	20
				
4	443.5	105.7142857	5.15686284	20
				
4	226.3076923	107.9615385	9.960784569	21
				
4	273.0833333	107.6666667	4.454902068	23
				
4	45.4	112.4	5.529411897	22
				
4	169.5	115.2222222	7.239215881	24
				
4	224.7272727	118.1818182	8.87450999	21
				
4	460.6666667	119.2	13.21960813	27
				
4	112	120.2916667	9.66666691	25
				
4	261.1428571	122	9.835294381	23
				
4	175.96875	124.75	13.49803951	24
				
4	89.15789474	126.3157895	6.913725674	28
				
4	115.8064516	127.0967742	13.17647086	25
				
4	451.2758621	129.5862069	11.67843167	27
				
4	76.40740741	130.9259259	11.63529438	28
				
4	385.6	131.96	8.964706093	26
				
4	376.3333333	134.7407407	10.44705909	26
				
4	408.6206897	138.8275862	10.89411797	29
				
4	285	145	8.270588472	31
				
4	218.3846154	149.3846154	4.482353136	30
				
4	415.5757576	148.6666667	14.5058827	29
				
4	472.3684211	151.4736842	7.050980628	35
				
4	203.5	157.5	5.86274524	30
				
4	26.92857143	159.2142857	11.75294147	34
				
4	281	160	8.003921732	31
				
4	424.2916667	160.9583333	9.517647341	37
				
4	77	164	10.57254925	38
				
4	154.6666667	165.7777778	17.56862782	32
				
4	351.75	166.75	7.443137467	33
				
4	476.5757576	168.5757576	15.44705917	35
				
4	21.54545455	169.1818182	3.803921655	34
				
4	242.2758621	170.3448276	11.78431402	36
				
4	259.9166667	169.9722222	15.03921603	36
				
4	434.5	174.5	3.945098102	37
				
4	208.25	177.90625	14.59607878	43
				
4	97.10344828	179.0689655	12.41176498	38
				
4	110.8157895	181.9210526	16.67451009	42
				
4	118.8181818	183.1818182	4.031372681	42
				
4	304.4390244	182.804878	19.05098073	40
				
4	387.3928571	184.1071429	10.97647089	41
				
4	326.1578947	186.8421053	7.674509943	45
				
4	392.2173913	188.0869565	9.231372833	41
				
4	204.3103448	190.4482759	12.45490228	43
				
4	451.4736842	189.6842105	7.090196282	39
				
4	325.6363636	196.9090909	3.905882463	45
				
4	461.5483871	198.4193548	13.24313757	39
				
4	39.15384615	199.5384615	10.05490224	44
				
4	149.2916667	203	9.921568841	46
				
4	259.3461538	206.5384615	10.63137284	48
				
4	155	209	3.309803993	46
				
4	431.9090909	221.0909091	8.364706174	49
				
4	181.24	223.64	9.674510017	50
				
4	368	224.1538462	16.62745135	47
				
4	265.15	224.8	8.443137497	48
				
4	193.2666667	228.3333333	5.490196213	50
				
4	422	228.2105263	7.160784513	49
				
4	74.5	231.6923077	10.42745122	52
				
4	66.63333333	241.5333333	12.76078457	52
				
5	253	34	8.784313992	3
				
5	76.88235294	37.41176471	6.317647234	1
				
5	46.24	41.32	10.20784345	2
				
5	87.94736842	40.78947368	6.474509999	1
				
5	310.3809524	42.71428571	8.356862947	5
				
5	260.962963	44.88888889	11.49803947	3
				
5	43	47.5	10.7921571	2
				
5	198.5217391	46.73913043	22.13725539	4
				
5	379.5483871	52.70967742	14.19215719	6
				
5	413.8974359	53.05128205	18.56078461	7
				
5	108.0909091	54.09090909	9.000000283	8
				
5	457.2307692	54.5	10.19215702	9
				
5	420.1666667	55.63333333	13.16470617	7
				
5	374.75	61.05	7.282353148	6
				
5	443.6666667	62.95833333	9.117647365	9
				
5	119.4642857	64.35714286	10.92941205	8
				
5	243.28125	67.5625	14.68627486	10
				
5	133.525	70.725	18.88627489	12
				
5	80.5	71.83333333	9.584313974	13
				
5	236.75	73.85714286	12.3686278	10
				
5	288.5	76	10.39607872	11
				
5	74.2173913	76.91304348	8.352941379	13
				
5	324.5217391	76.65217391	10.65490215	16
				
5	138	79.39130435	9.254902154	12
				
5	326.9047619	79.71428571	8.898039401	16
				
5	363.12	80.12	24.46274558	17
				
5	461.6	82.95	7.603921801	14
				
5	481.6451613	84.25806452	12.8000003	14
				
5	193	87.5	5.756862924	15
				
5	413.7575758	90.42424242	12.96470623	18
				
5	180	93.07142857	5.933333486	15
				
5	183.2777778	94.16666667	6.1568629	15
				
5	433.5	98	10.29803944	19
				
5	271.8125	104.625	5.596078545	22
				
5	445.5	104.7142857	5.407843277	19
				
5	226.5555556	107.7407407	11.33725524	20
				
5	44.65	111.3	8.168627664	21
				
5	299.9444444	113.9166667	14.94901997	23
				
5	169.5	114.7777778	6.811764896	25
				
5	223.3043478	117.7826087	9.22745119	20
				
5	111.8	119	13.09411797	26
				
5	261	122.826087	8.219608098	22
				
5	86.44	123.92	9.109804153	28
				
5	175.7575758	125.4242424	14.78039238	25
				
5	348.5	125.3333333	6.670588404	24
				
5	116.6538462	125.6538462	10.92156887	26
				
5	75.5862069	130.137931	11.99607866	28
				
5	339.9166667	129.8333333	4.486274645	24
				
5	385.8571429	134.1904762	7.807843313	27
				
5	376.5	136.5	11.9058826	27
				
5	409.5	139.5	9.133333564	30
				
5	287	144	8.078431576	31
				
5	218.125	147.9583333	8.623529658	29
				
5	418.1666667	148.0277778	16.19215713	30
				
5	203.6	157.6	5.098039359	29
				
5	28.32142857	157.6785714	11.26274534	34
				
5	281.6071429	160.0357143	10.08235317	31
				
5	423.5	161.5	7.180392355	36
				
5	77.35714286	162.6428571	11.47843166	38
				
5	157.1818182	164.5909091	20.89411816	33
				
5	323	165.6666667	6.227451146	39
				
5	351.1818182	165.030303	12.72941209	35
				
5	19.93333333	167.3333333	5.388235405	34
				
5	259.1944444	169.3055556	16.47451012	37
				
5	241.4848485	172.9090909	14.69803952	37
				
5	436.5217391	174.9130435	9.188235492	36
				
5	209.125	176.78125	13.52549042	42
				
5	97.17241379	177.5862069	11.7960787	38
				
5	110.3589744	181.5128205	17.97254942	40
				
5	305.3695652	182.8913043	21.88235341	39
				
5	118.3846154	183.6153846	4.627451107	40
				
5	387.8333333	186.125	10.03529437	41
				
5	328.0714286	187.0714286	10.54509833	43
				
5	392.1	189.05	8.121568874	41
				
5	204.7575758	190.5757576	14.87451006	42
				
5	453.8888889	190.7222222	6.627451137	44
				
5	329.6363636	196.9090909	3.835294247	43
				
5	37	199.826087	8.890196249	45
				
5	463.2121212	199.7272727	13.69411796	44
				
5	151.4	202.04	9.717647254	46
				
5	258.2647059	204.2941176	14.21176511	47
				
5	156.3636364	209.0909091	4.152941301	46
				
5	179.1071429	222.7142857	11.40392184	49
				
5	265	224.6785714	11.52156894	47
				
5	368.2424242	224.5757576	14.51764734	48
				
5	191.375	228.75	6.231372744	49
				
5	76.06451613	232.5806452	14.19215719	50
				
5	67.75675676	240.8648649	17.29803954	50
				
6	76.5	35.28571429	5.137255043	1
				
6	256.4814815	35.59259259	11.4078435	3
				
6	90	38.81818182	8.149019867	1
				
6	48.04	39.6	10.94901986	2
				
6	308.6666667	41.74074074	11.3058826	4
				
6	261.6	46.04	10.41960809	3
				
6	44.96875	47.28125	13.41176514	2
				
6	197.5217391	49.2173913	21.72941212	5
				
6	411.5	50.70588235	15.40000029	6
				
6	378.3333333	51.42424242	15.21568663	7
				
6	454.3461538	52.34615385	10.1647061	9
				
6	106.4	53.76	9.945098251	8
				
6	420.1578947	53.73684211	8.670588389	6
				
6	417.2666667	55.2	6.039215833	6
				
6	443.4736842	61.36842105	7.278431565	9
				
6	117.5769231	62.19230769	10.33333355	8
				
6	375.8421053	61.84210526	7.035294309	7
				
6	244.4285714	68.22857143	15.3333337	10
				
6	133.3888889	69.13888889	17.44705917	14
				
6	17.26470588	69.97058824	13.98039247	13
				
6	80.5	70	10.93333358	15
				
6	75.25925926	74.25925926	10.78431398	15
				
6	237.9393939	74.42424242	13.93333361	10
				
6	283.7894737	74.26315789	17.43529446	12
				
6	138.1071429	76.82142857	11.25098069	14
				
6	326	76.62222222	20.47451028	11
				
6	361.6078431	79.17647059	25.20392203	18
				
6	13.41176471	81.88235294	6.458823711	13
				
6	462.0909091	83.90909091	8.356863007	16
				
6	483.44	85.08	9.835294351	16
				
6	193.25	87.25	7.639215857	17
				
6	182.6551724	89.27586207	11.24705905	17
				
6	412.0588235	91.73529412	12.63529445	19
				
6	432.0434783	97.91304348	9.447059065	20
				
6	40	102	3.203921691	22
				
6	443.3846154	105.3846154	4.874509901	20
				
6	226.0833333	105.9166667	10.63921589	21
				
6	274.6666667	107	3.25490205	23
				
6	45.03571429	111.25	9.682353184	22
				
6	168.1578947	112.1578947	7.043137446	24
				
6	300.3421053	114.3947368	16.26666695	25
				
6	224.4102564	115.7179487	17.61568667	21
				
6	464.5625	116.65625	13.96862781	29
				
6	111.4230769	117.3846154	11.55686302	27
				
6	113.5625	120.5625	6.392157063	27
				
6	84.65625	122.25	12.14901993	31
				
6	262.2142857	122.5714286	11.42745133	23
				
6	175.8235294	124.0882353	15.27058856	24
				
6	117.8095238	124.952381	9.145098254	27
				
6	348	124.7894737	7.05882369	28
				
6	341.1111111	128.2222222	2.862745181	28
				
6	452.5416667	129.0416667	9.698039487	29
				
6	76.68965517	129.4482759	12.96078452	31
				
6	383	135.2	9.631372795	30
				
6	374.862069	136.4137931	12.26666693	30
				
6	406.6428571	140.4642857	10.87451011	32
				
6	286.95	143.9	7.568627611	34
				
6	218.1578947	149.2105263	6.709804103	33
				
6	415.1428571	148.5714286	12.17254925	32
				
6	470.2857143	152.6190476	7.61960803	38
				
6	31.2	155.2666667	12.44705911	36
				
6	203.4	155.9333333	5.294117793	33
				
6	280.5	159.1428571	11.31764735	34
				
6	422.5	159	10.09411792	40
				
6	78.37931034	161.6206897	12.13333361	41
				
6	155.8541667	164	22.69803967	35
				
6	349.8235294	163.1764706	6.603921756	37
				
6	22	166	6.125490412	36
				
6	353.0714286	166.5	11.40784344	37
				
6	259.15	169.1	18.11372586	39
				
6	477.1395349	168.2790698	19.47843176	38
				
6	241.9428571	170.8857143	16.14901991	39
				
6	435	175	7.66666685	40
				
6	209	176.5	12.85098064	45
				
6	95.59459459	178.4594595	16.15294157	41
				
6	108.6111111	180.1388889	17.15686306	44
				
6	305.984375	182.296875	32.12156926	42
				
6	119.1875	183.8125	6.227451116	44
				
6	384.4583333	185.7083333	9.870588511	43
				
6	326.7096774	188.4516129	11.98039247	46
				
6	388.6153846	188.0769231	9.941176713	43
				
6	206.2941176	191.5	15.18823557	45
				
6	328.125	192.875	2.654902056	46
				
6	453.1	191.95	7.501960918	48
				
6	462.2903226	199.4516129	13.53333367	48
				
6	39.28	200.24	9.494117871	47
				
6	151.8	200.76	9.564706147	49
				
6	259.9259259	205.5925926	11.18431403	50
				
6	157.7142857	209.0714286	4.941176593	49
				
6	180.5862069	220.7241379	12.13333359	53
				
6	433.7419355	221.6129032	13.15294148	52
				
6	267.0357143	222.8928571	11.03921604	50
				
6	192.1363636	227	8.043137431	53
				
6	367.8780488	226.8780488	18.26274548	51
				
6	424.1052632	227.4210526	7.407843336	52
				
6	75.93939394	231.5757576	15.34901986	54
				
6	67.05714286	240	16.40000032	54
				
6	106.05	248.1	7.552941397	55
				
6	113.3333333	249.3076923	16.21176505	55
				
7	315.4166667	28.75	4.415686384	4
				
7	79.22222222	35.5	7.372549251	1
				
7	48.76923077	36.76923077	4.690196201	2
				
7	254.3214286	37.32142857	11.3176474	3
				
7	45.72222222	38.16666667	7.18039237	2
				
7	91.51724138	38.48275862	11.611765	1
				
7	310.1071429	41.17857143	11.81960808	4
				
7	44.8974359	45.69230769	17.20000039	2
				
7	261	47.5	12.8352944	3
				
7	198.0181818	48.61818182	26.92549074	5
				
7	413	50	18.10588267	7
				
7	106.6190476	52.57142857	8.792157069	9
				
7	454.4390244	52.04878049	15.9098044	8
				
7	376.5789474	53.15789474	17.1333337	6
				
7	417.5882353	54.08823529	15.10588267	7
				
7	115.1034483	60.48275862	12.83529443	9
				
7	443	61.5	7.462745279	8
				
7	373.76	62.12	9.627451271	6
				
7	245.3888889	67.5	15.53333367	10
				
7	79.70588235	70.5	14.47058859	12
				
7	132.025641	71.02564103	17.90588269	11
				
7	237.6129032	73.70967742	13.78431399	10
				
7	72.90909091	74.90909091	9.541176677	12
				
7	284.7027027	74.86486486	15.63137288	14
				
7	324.8055556	76.16666667	16.68235314	16
				
7	139.4814815	78.22222222	12.48235324	11
				
7	363.578125	78.40625	30.67451043	17
				
7	278.1428571	81.14285714	5.333333492	14
				
7	461.952381	82.80952381	8.349019811	15
				
7	193.125	85.16666667	8.945098281	13
				
7	481.6785714	86.17857143	10.96862774	15
				
7	183.1785714	87.39285714	11.81176502	13
				
7	412.03125	88.75	12.55294147	18
				
7	42.63636364	101.9090909	3.854902074	20
				
7	224.6666667	107.2	13.12941201	19
				
7	274.56	108.08	8.945098251	22
				
7	168.9130435	110.826087	8.768627763	21
				
7	43.96875	110.65625	13.3960788	20
				
7	224.8235294	115.2941176	15.33725527	19
				
7	113.5428571	119.0857143	15.02352972	23
				
7	174.6052632	121	18.87058854	21
				
7	346.6111111	122.3888889	6.737255111	26
				
7	88.25925926	122.8148148	10.86666694	25
				
7	263.1428571	123	8.250980631	22
				
7	115.875	125.8333333	9.80000031	23
				
7	340	127	3.129411832	26
				
7	77.5	128	11.47058852	25
				
7	375.5714286	135.25	10.82745121	24
				
7	383.1428571	134.6666667	7.533333555	24
				
7	407.2083333	140.5416667	9.505882621	27
				
7	287.8421053	143.8421053	7.125490382	29
				
7	413.4074074	149.0740741	11.79607876	27
				
7	220.3684211	149.4736842	7.176470742	28
				
7	31.27586207	154.3448276	12.34509833	31
				
7	205.375	154.25	5.945098266	28
				
7	282.3461538	159.6538462	9.921568841	29
				
7	78.33333333	163.4848485	12.98431401	32
				
7	158.0192308	164.0576923	25.56862794	30
				
7	22.24	165.68	9.364706159	31
				
7	260.5714286	167.7714286	15.13725525	33
				
7	243.2307692	173.6410256	17.53333366	33
				
7	209.96	174.6	10.77254926	36
				
7	306.88	177.12	10.34509835	34
				
7	95.6969697	180.3333333	15.48235327	32
				
7	305.1176471	180.1176471	6.650980517	34
				
7	111.1162791	180.8837209	21.36862783	35
				
7	302.1304348	182.0434783	10.12156889	34
				
7	120.6428571	182.7142857	5.227451116	35
				
7	45.61538462	189.3846154	3.992156938	37
				
7	206.8787879	191.4242424	14.86274531	36
				
7	452.1052632	191.4210526	7.392157078	38
				
7	36.66666667	198.75	4.274509951	37
				
7	39.90909091	199.3636364	4.239215836	37
				
7	151.6923077	200.0384615	10.96470611	39
				
7	462.625	199.84375	13.94901994	38
				
7	258.90625	204.5	12.11372578	40
				
7	157.7826087	209.0869565	9.015686467	39
				
7	180	220.2068966	12.70588264	43
				
7	433.030303	221.9090909	13.57254934	42
				
7	266.8888889	222.4814815	12.19215709	40
				
7	368.1818182	227	14.61568657	41
				
7	423.1724138	226.8965517	10.6588238	42
				
7	193.0909091	228.0909091	8.56862767	43
				
7	75.33333333	230.9230769	16.83137299	44
				
7	66.86486486	238.7027027	17.2980396	44
				
8	76.32142857	34.32142857	12.2941179	1
				
8	44.92592593	37.59259259	12.45882386	2
				
8	91.55172414	38.65517241	11.61176498	1
				
8	253.4137931	39.44827586	12.67451002	3
				
8	43.90909091	47.6969697	15.90588264	2
				
8	260.7619048	48.28571429	18.54509848	3
				
8	197.8571429	48.44642857	27.48235348	4
				
8	412	49.11627907	19.51372579	6
				
8	104.5555556	51.74074074	11.6039218	7
				
8	375.7	52.26666667	14.01568656	5
				
8	454.1538462	51.97435897	16.63921615	8
				
8	417.4166667	54.61111111	16.094118	6
				
8	114.5517241	60.68965517	12.48235326	7
				
8	440.7391304	60.82608696	9.043137461	8
				
8	371.9090909	61.81818182	8.776470795	5
				
8	245.3333333	65.61111111	17.06666711	9
				
8	131.6756757	69.45945946	17.58039249	10
				
