FrameNumber	ObjectNumber	FishCount	Xlocation	Ylocation
8	47	2	151.6614268	205.528416
				
8	48	2	269.6122159	208.671875
				
8	49	1	364.0428441	217.1221513
				
8	50	2	421.7271228	220.6183017
				
8	51	2	186.0454054	226.6605405
				
8	52	2	14.9971831	229.2549296
				
8	53	2	66.73176761	230.2014833
				
9	1	2	82.0719603	25.94168734
				
9	2	2	42.86081081	32.27162162
				
9	3	2	258.9886364	37.00649351
				
9	4	2	313.056	39.332
				
9	5	1	201.6813075	40.24923391
				
9	6	2	408.9528443	47.24026946
				
9	7	2	374.1504339	47.61909354
				
9	8	2	442.668004	54.32998997
				
9	9	2	111.716303	56.96662388
				
9	10	2	234.8394161	68.87135037
				
9	11	3	143.8856132	73.67334906
				
9	12	2	17.45673759	74.66524823
				
9	13	2	280.7394958	75.02268908
				
9	14	1	327.0697674	75.81085271
				
9	15	2	78.75618812	80.63490099
				
9	16	2	466.8619934	80.68784228
				
9	17	2	185.0075922	80.48698482
				
9	18	2	364.2767462	86.99557913
				
9	19	1	402.2054795	95.53816047
				
9	20	1	433.1102863	105.8091198
				
9	21	2	225.6759259	110.006734
				
9	22	2	38.68028846	111.8701923
				
9	23	3	168.511828	116.3483871
				
9	24	2	304.0874363	109.860781
				
9	25	2	263.1537657	116.3912134
				
9	26	2	117.1681759	124.152652
				
9	27	2	335.902439	127.2793792
				
9	28	2	462.8884652	124.6444233
				
9	29	2	375.5460852	129.777998
				
9	30	2	75.58638743	130.9685864
				
9	31	2	412.3808574	144.5324028
				
9	32	2	210.2718932	146.9958299
				
9	33	2	285.7217021	146.7923404
				
9	34	2	159.8561321	154.0212264
				
9	35	2	32.08173691	159.293742
				
9	36	2	348.3899177	163.2674897
				
9	37	2	465.3058252	162.5048544
				
9	38	2	245.6032999	170.0645624
				
9	39	2	87.60632911	171.3481013
				
9	40	3	421.4005994	174.6813187
				
9	41	2	299.3456129	178.4045546
				
9	42	2	387.5536519	184.8412985
				
9	43	2	202.5237614	186.8473205
				
9	44	2	117.5367372	186.1158157
				
9	45	2	42.21240106	198.3298153
				
9	46	2	332.3151184	200.4344262
				
9	47	2	452.9785933	199.2181448
				
9	48	2	151.9600912	205.3204105
				
9	49	2	267.5413061	211.6884343
				
9	50	1	364.1666667	216.863711
				
9	51	2	423.3380282	222.1267606
				
9	52	2	188.6068896	226.7477204
				
9	53	2	65.31067961	228.8543689
				
9	54	0	381.0141176	235.4164706
				
10	1	2	82.0519802	25.83415842
				
10	2	2	42.70209974	31.46456693
				
10	3	2	258.062167	39.48312611
				
10	4	3	312.3116279	41.27209302
				
10	5	2	199.9190871	42.00207469
				
10	6	2	488.7613883	46.16160521
				
10	7	2	409.613424	44.13254036
				
10	8	2	374.755102	47.79673469
				
10	9	2	443.3349901	54.72067594
				
10	10	2	110.6740741	56.34444444
				
10	11	2	233.6413662	68.60815939
				
10	12	2	142.7488263	73.07511737
				
10	13	3	281.0479339	75.52479339
				
10	14	1	326.7714034	78.16769638
				
10	15	2	469.3316008	77.88045738
				
10	16	2	78.06333739	80.58465286
				
10	17	3	186.6480908	80.56553148
				
10	18	1	363.0437445	86.74190726
				
10	19	1	402.9558824	93.81699346
				
10	20	2	434.5470588	106.1781513
				
10	21	2	222.4449671	110.6594544
				
10	22	2	39.04732254	111.6176837
				
10	23	1	304.6381173	110.371142
				
10	24	2	166.557243	115.4123832
				
10	25	2	263.6462264	116.6415094
				
10	26	2	116.5771644	124.2547051
				
10	27	2	463.7539171	127.7271889
				
10	28	1	338.6336898	126.0383244
				
10	29	2	379.4532828	128.0265152
				
10	30	2	74.91002571	130.9498715
				
10	31	0	360.1570248	142.046832
				
10	32	2	416.1778523	142.2483221
				
10	33	2	209.9898336	146.3881701
				
10	34	2	282.7707404	148.8037467
				
10	35	1	157.2150056	154.0694289
				
10	36	2	32.55125	158.06875
				
10	37	4	468.3465732	163.076324
				
10	38	2	349.146	167.135
				
10	39	2	245.3967254	172.7443325
				
10	40	2	86.23280423	171.1322751
				
10	41	2	421.6663337	173.5304695
				
10	42	2	303.7679814	175.649652
				
10	43	2	387.3413392	185.6346434
				
10	44	2	116.9330025	184.7295285
				
10	45	2	199.8013172	185.2897914
				
10	46	2	41.61609499	198.2084433
				
10	47	2	332.1093156	200.8726236
				
10	48	2	453.9182879	200.516537
				
10	49	2	149.9271445	206.8343126
				
10	50	2	269.1966427	209.3013589
				
10	51	1	363.9913644	218.91019
				
10	52	2	421.0974499	221.9189435
				
10	53	2	188.0215285	226.9063509
				
10	54	2	64.70666667	227.3660606
				
11	1	3	80.46469833	26.66110398
				
11	2	2	42.74437086	31.22781457
				
11	3	0	324.0190114	27.75285171
				
11	4	2	256.2761989	39.12788632
				
11	5	2	200.7017727	39.79666319
				
11	6	2	310.7317961	42.4684466
				
11	7	1	409.6636953	42.86142626
				
11	8	2	374.5589017	47.33923826
				
11	9	2	489.6666667	44.46212121
				
11	10	2	444.1054688	54.51464844
				
11	11	2	109.546735	55.93341869
				
11	12	2	232.1881994	66.80976602
				
11	13	2	143.0490082	71.68378063
				
11	14	1	327.3881064	74.78247261
				
11	15	2	464.9469388	77.89897959
				
11	16	2	76.75432099	80.31358025
				
11	17	2	186.5598291	80.87179487
				
11	18	2	280.230473	84.0049505
				
11	19	1	362.9223549	85.75682594
				
11	20	1	402.487725	94.10720131
				
11	21	2	434.3194946	104.2247292
				
11	22	2	221.6476449	107.2663043
				
11	23	2	38.76237624	109.5754951
				
11	24	1	306.8665377	116.0473888
				
11	25	2	166.528655	115.5567251
				
11	26	2	260.9403974	116.986755
				
11	27	2	463.0820969	123.2838773
				
11	28	1	116.3578811	123.7635659
				
11	29	2	74.58967742	129.0954839
				
11	30	3	376.6771894	129.5203666
				
11	31	2	339.4171476	127.911789
				
11	32	2	417.3897796	141.5661323
				
11	33	2	209.0469925	147.7894737
				
11	34	2	282.96	148.2076596
				
11	35	1	157.0627219	153.8508876
				
11	36	2	32.78810409	157.094176
				
11	37	2	467.6557836	162.948694
				
11	38	3	349.0934761	166.3378773
				
11	39	2	244.7881773	170.1576355
				
11	40	2	85.67961165	169.743932
				
11	41	1	299.3179114	178.5148711
				
11	42	2	116.4811933	184.1452659
				
11	43	2	200.0487047	185.5782383
				
11	44	2	41.12285337	196.0792602
				
11	45	2	452.6187717	200.3267671
				
11	46	2	331.3030593	200.2304015
				
11	47	2	148.9388235	206.14
				
11	48	2	264.3607061	210.3330775
				
11	49	1	366.4476318	216.4336224
				
11	50	3	420.9945455	223.46
				
11	51	2	63.87244284	226.1648616
				
11	52	2	186.2064732	227.3493304
				
12	1	2	79.49234694	25.9872449
				
12	2	2	40.96706192	31.40711462
				
12	3	2	251.7589454	35.94256121
				
12	4	2	199.8607595	38.71518987
				
12	5	2	312.9983526	36.01976936
				
12	6	1	409.0199637	40.14337568
				
12	7	3	375.5059172	46.60576923
				
12	8	2	108.9488778	55.62094763
				
12	9	2	442.4309278	52.82989691
				
12	10	2	230.9050568	67.49122807
				
12	11	2	142.3825983	71.50893921
				
12	12	1	325.3057778	75.37777778
				
12	13	2	467.4677966	76.39548023
				
12	14	2	75.01932367	78.32971014
				
12	15	2	274.1905126	74.48890589
				
12	16	2	185.6168122	80.8580786
				
12	17	1	362.9845798	83.41865844
				
12	18	1	402.4095238	91.52857143
				
12	19	2	433.0811088	103.5112936
				
12	20	2	223.0866071	108.51875
				
12	21	2	37.3992629	108.9299754
				
12	22	1	304.3238304	111.5255848
				
12	23	2	166.3660419	114.9228225
				
12	24	2	261.0465549	115.9394786
				
12	25	2	463.8597627	121.5900755
				
12	26	1	115.1715749	122.3982074
				
12	27	2	339.3411567	124.5423303
				
12	28	2	376.8079034	128.7771679
				
12	29	3	73.0387985	127.9561952
				
12	30	2	417.4845735	143.0435572
				
12	31	2	206.6522132	145.2538392
				
12	32	2	281.1964117	147.7374882
				
12	33	2	156.6591928	154.6457399
				
12	34	2	31.98383085	156.3047264
				
12	35	3	467.9225473	162.5301205
				
12	36	2	345.8731849	163.3407551
				
12	37	2	84.21473159	169.3907615
				
12	38	2	244.135514	170.017757
				
12	39	2	422.3814433	175.1886598
				
12	40	2	295.3679577	179.9630282
				
12	41	2	114.9480198	184.7846535
				
12	42	2	198.7799587	185.375
				
12	43	2	388.2332506	182.6253102
				
12	44	2	40.11741425	195.408971
				
12	45	2	331.3179377	200.0612245
				
12	46	2	453.6615385	200.0666667
				
12	47	2	147.6230599	205.905765
				
12	48	2	265.1011609	211.5621891
				
12	49	1	364.7567353	218.5007924
				
12	50	0	298.5823171	217.0243902
				
12	51	2	424.933395	223.3413506
				
12	52	2	62.70559611	226.2007299
				
12	53	2	187.2910751	228.2008114
				
14	1	2	77.01818182	25.4961039
				
14	2	2	39.47187929	30.57613169
				
14	3	2	253.1624714	36.30892449
				
14	4	2	310.3935743	37.46787149
				
14	5	2	198.5167095	39.2840617
				
14	6	2	408.1208178	41.50929368
				
14	7	2	371.8374233	45.98364008
				
14	8	3	485.0699734	45.05934455
				
14	9	2	440.8782123	52.90614525
				
14	10	2	107.1395062	55.52469136
				
14	11	2	229.9529412	66.40823529
				
14	12	3	141.925	71.20125
				
14	13	2	276.8456221	73.86290323
				
14	14	2	322.6666667	74.97029703
				
14	15	2	74.3626635	77.18311534
				
14	16	2	466.3817635	76.61523046
				
14	17	2	184.1125828	80.1192053
				
14	18	1	361.5311111	83.21
				
14	19	2	402.2452999	89.20680394
				
14	20	2	431.1702638	103.5383693
				
14	21	2	220.9826733	106.5024752
				
14	22	2	35.57751938	107.5077519
				
14	23	1	302.1011715	111.9840256
				
14	24	3	164.4454203	114.7816813
				
14	25	2	260.2638889	116.0744949
				
14	26	2	462.6740614	119.1322526
				
14	27	1	113.5717822	121.5915842
				
14	28	1	339.7851324	123.7780041
				
14	29	2	377.2118998	126.5720251
				
14	30	2	72.16997519	128.016129
				
14	31	3	415.7850163	141.4256243
				
14	32	2	205.5148005	146.2445302
				
14	33	2	281.0912365	147.8091236
				
14	34	2	29.49677419	156.0722581
				
14	35	1	155.328801	156.1161928
				
14	36	4	466.4647887	160.8712274
				
14	37	2	347.0733104	164.1660939
				
14	38	2	243.8309859	168.834507
				
14	39	2	82.09709962	170.887768
				
14	40	2	425.2307692	175.4133457
				
14	41	2	296.6443038	179.2620253
				
14	42	2	388.4965105	181.663011
				
14	43	2	114.2378378	184.7540541
				
14	44	2	196.8280488	185.7378049
				
14	45	2	38.12228261	193.1508152
				
14	46	2	329.7347174	199.8950404
				
14	47	2	453.4065708	201.7166324
				
14	48	2	147.1643836	209.3823163
				
14	49	2	266.1906005	212.7336815
				
14	50	1	364.6950053	214.65356
				
14	51	2	422.2044761	222.1271618
				
14	52	2	61.29562044	224.6143552
				
14	53	2	185.6670951	228.4897172
				
14	54	2	227.9388753	232.4841076
				
15	1	2	76.35131744	23.804266
				
15	2	3	37.54475703	29.51790281
				
15	3	2	249.776987	35.72004745
				
15	4	2	309.3415893	35.93395253
				
15	5	2	197.6640927	39.06048906
				
15	6	1	371.3838678	42.17103984
				
15	7	1	407.5658153	40.90471513
				
15	8	2	439.5428296	52.10875842
				
15	9	2	105.295	54.0625
				
15	10	2	228.5670886	66.75822785
				
15	11	2	140.3818182	70.50424242
				
15	12	3	276.81439	73.93952033
				
15	13	2	322.76957	74.50716648
				
15	14	2	465.9021627	75.29866117
				
15	15	2	73.83939039	76.54044549
				
15	16	3	182.3601533	79.13793103
				
15	17	1	361.2967265	83.687434
				
15	18	2	401.4351852	88.14444444
				
15	19	2	431.3456311	102.2883495
				
15	20	2	220.6699267	107.3887531
				
15	21	3	34.691067	107.3945409
				
15	22	1	302.3620309	111.2494481
				
15	23	2	163.385511	114.0258732
				
15	24	2	259.6155718	115.3673966
				
15	25	2	466.105215	120.1903019
				
15	26	3	112.8573127	121.4185493
				
15	27	1	337.6712173	124.556314
				
15	28	2	71.12672522	129.0037641
				
