FrameNumber	ObjectNumber	FishCount	Xlocation	Ylocation
15	29	2	377.8714134	126.1647184
				
15	30	2	417.3035714	140.8245798
				
15	31	2	204.5458996	145.5593635
				
15	32	2	280.5983412	147.3874408
				
15	33	2	153.8898409	155.3378213
				
15	34	2	27.76352201	155.5232704
				
15	35	4	468.3173701	159.25
				
15	36	2	346.5512406	162.2427184
				
15	37	2	242.5969977	168.9249423
				
15	38	2	79.75706941	171.1092545
				
15	39	2	424.5548961	174.4530168
				
15	40	2	298.1548312	178.919674
				
15	41	3	388.7130264	180.093046
				
15	42	2	113.8771696	184.6915888
				
15	43	2	195.2321205	184.8005019
				
15	44	2	36.78504673	192.3631509
				
15	45	2	330.2107843	199.7414216
				
15	46	3	454.793806	197.2901385
				
15	47	2	145.7211055	207.6959799
				
15	48	2	266.5758355	212.0706941
				
15	49	1	364.7568493	215.1107306
				
15	50	2	422.3139764	221.9340551
				
15	51	2	60.00637755	224.5497449
				
15	52	3	185.0544994	229.0519645
				
15	53	3	227.6220379	231.3495261
				
16	1	2	76.37420986	23.39823009
				
16	2	2	37.0075662	29.85624212
				
16	3	2	248.6528117	34.35819071
				
16	4	3	308.6259299	35.7141339
				
16	5	0	196.4845105	37.68649318
				
16	6	2	407.5758755	42.1118677
				
16	7	1	370.4088292	41.82821497
				
16	8	2	105.9130435	54.17647059
				
16	9	2	440.9717698	49.55700326
				
16	10	2	227.6303828	65.76674641
				
16	11	3	140.5735805	71.30822711
				
16	12	2	275.9666667	72.975
				
16	13	2	322.7964796	74.47414741
				
16	14	2	73.01109741	76.59432799
				
16	15	2	465.9388601	75.17409326
				
16	16	2	181.9974227	79.62628866
				
16	17	1	360.6477392	82.3701367
				
16	18	1	400.7602339	88.88791423
				
16	19	1	432.3161926	101.8468271
				
16	20	2	221.1810345	106.1637931
				
16	21	2	33.40601504	107.047619
				
16	22	2	303.3123543	111.7972028
				
16	23	2	163.6560197	114.517199
				
16	24	2	258.5566751	116.1687657
				
16	25	2	112.63382	119.622871
				
16	26	2	464.0218424	119.6562203
				
16	27	3	338.3578947	124.6385965
				
16	28	2	376.8244994	126.7679623
				
16	29	3	72.12452351	128.5692503
				
16	30	2	419.4912641	141.303186
				
16	31	2	205.2361624	147.1722017
				
16	32	2	280.0754491	148.1664671
				
16	33	3	27.06779661	153.9243807
				
16	34	3	153.4395062	155.6283951
				
16	35	3	469.8780053	159.6447017
				
16	36	2	346.6736353	163.7189315
				
16	37	2	78.00262123	170.6998689
				
16	38	2	242.8600724	170.6164053
				
16	39	2	422.5728507	173.8488688
				
16	40	2	297.6987654	180.1098765
				
16	41	2	386.8516285	180.4089264
				
16	42	2	111.3281046	185.3947712
				
16	43	2	195.1416149	185.6248447
				
16	44	2	34.06853147	191.6265734
				
16	45	2	453.4568024	198.9364449
				
16	46	2	330.3156028	201.035461
				
16	47	3	144.5224242	207.609697
				
16	48	2	266.5446429	212.940051
				
16	49	1	363.9140709	214.084855
				
16	50	2	421.3863394	221.4087513
				
16	51	2	60.23803526	223.5365239
				
16	52	3	183.5909091	228.2361111
				
16	53	2	226.9467456	231.8556213
				
17	1	2	76.17752235	21.7816092
				
17	2	3	34.97582697	28.93384224
				
17	3	3	248.2482185	32.91567696
				
17	4	3	195.8828715	35.35894207
				
17	5	2	306.8252212	34.37057522
				
17	6	1	407.2221007	39.66301969
				
17	7	1	371.0901194	41.25298588
				
17	8	2	439.7678208	52.50712831
				
17	9	2	103.2104592	54.53954082
				
17	10	2	226.7675805	63.6352801
				
17	11	2	138.9562044	69.71654501
				
17	12	2	276.0865497	71.65730994
				
17	13	1	322.7689694	73.0792752
				
17	14	2	464.9942922	73.4760274
				
17	15	2	71.15808383	76.08862275
				
17	16	2	180.4952153	76.82535885
				
17	17	1	360.7074074	81.92592593
				
17	18	1	400.6412301	86.38838269
				
17	19	1	430.8227425	101.1705686
				
17	20	3	219.8637441	104.6279621
				
17	21	2	30.77594937	106.6810127
				
17	22	1	302.0282209	111.006135
				
17	23	2	162.1729598	113.2594397
				
17	24	2	258.0326877	115.6246973
				
17	25	1	111.5547533	118.4211793
				
17	26	2	463.1293743	119.0307529
				
17	27	2	338.2573696	125.1575964
				
17	28	2	376.2104689	125.6575791
				
17	29	2	70.59801489	128.2679901
				
17	30	3	418.1148797	140.2954048
				
17	31	2	279.1843044	147.0285375
				
17	32	2	203.91375	147.05875
				
17	33	2	25.77561608	152.4902724
				
17	34	2	151.8445783	153.5120482
				
17	35	3	468.1530278	158.2823241
				
17	36	2	346.3107658	163.3740289
				
17	37	2	76.67737789	169.8766067
				
17	38	2	243.1212485	170.184874
				
17	39	3	422.7024705	174.5102041
				
17	40	2	296.464557	180.0367089
				
17	41	2	388.3976546	180.8219616
				
17	42	2	195.0737913	185.9122137
				
17	43	2	109.5957179	186.8324937
				
17	44	1	33.64928292	190.220339
				
17	45	3	453.8468951	199.2023555
				
17	46	2	328.870303	200.6230303
				
17	47	2	143.3727162	207.7697929
				
17	48	2	265.1329987	213.2710163
				
17	49	1	364.5134818	214.4982415
				
17	50	2	421.8095734	222.5213319
				
17	51	2	56.74022699	223.7213115
				
17	52	3	182.3678304	227.1882793
				
17	53	2	226.0952941	232.1529412
				
18	1	2	74.78833967	21.53105196
				
18	2	2	33.65189873	28.24936709
				
18	3	2	305.3711133	32.11835507
				
18	4	2	247.0402299	32.12643678
				
18	5	3	194.70125	34.35125
				
18	6	1	405.9082177	36.7470651
				
18	7	2	484.061651	39.67607106
				
18	8	1	369.5717213	40.98463115
				
18	9	2	439.1563169	48.87259101
				
18	10	2	102.124031	53.88888889
				
18	11	3	224.5176887	63.35259434
				
18	12	2	137.272619	69.13571429
				
18	13	2	274.2344086	70.17419355
				
18	14	1	322.3147752	70.70021413
				
18	15	2	461.643595	72.37706612
				
18	16	2	69.52302243	75.80165289
				
18	17	2	178.6007509	77.15519399
				
18	18	1	359.6186441	80.23622881
				
18	19	1	399.3428048	85.93858845
				
18	20	1	427.5849802	101.8992095
				
18	21	2	218.1220096	103.9509569
				
18	22	2	28.53760789	105.9913687
				
18	23	2	300.3873874	110.643018
				
18	24	2	160.1568862	113.4491018
				
18	25	2	255.5341981	115.6556604
				
18	26	2	109.00875	118.03
				
18	27	3	462.5057471	118.2518286
				
18	28	2	335.4175153	123.3594705
				
18	29	2	375.1963714	125.9605123
				
18	30	3	68.84825871	127.1865672
				
18	31	2	414.2440476	140.3738095
				
18	32	2	202.6972586	147.4064362
				
18	33	2	277.4285714	146.3698157
				
18	34	2	24.55989583	151.3528646
				
18	35	3	148.7421384	154.4100629
				
18	36	3	463.4759259	156.737963
				
18	37	2	343.4797571	164.5850202
				
18	38	2	74.23756219	169.0149254
				
18	39	2	241.8249119	170.4512338
				
18	40	2	420.2343268	175.1223022
				
18	41	2	293.9443207	179.7951002
				
18	42	2	385.8400424	180.9766949
				
18	43	2	193.3038278	186.2356459
				
18	44	2	107.5875776	187.0956522
				
18	45	2	32.26258503	189.0843537
				
18	46	2	452.2337011	198.3931795
				
18	47	2	327.2184466	202.2512136
				
18	48	2	141.5469136	207.8098765
				
18	49	1	362.3183183	215.0980981
				
18	50	2	263.9369048	213.9488095
				
18	51	2	54.86538462	223.4014423
				
18	52	3	421.4647495	225.2764378
				
18	53	3	180.9118684	228.3290247
				
18	54	2	225.4792368	233.4096521
				
20	1	2	71.84101942	20.08009709
				
20	2	2	30.48280098	26.32678133
				
20	3	2	243.8940719	30.73858115
				
20	4	2	302.9165138	30.7
				
20	5	2	192.107565	30.88652482
				
20	6	1	402.0953488	34.82325581
				
20	7	2	366.3486842	37.75093985
				
20	8	2	482.5678295	37.9379845
				
20	9	2	435.6506718	46.27735125
				
20	10	2	98.35475896	52.54140915
				
20	11	2	223.1839572	61.01925134
				
20	12	4	134.472619	66.33928571
				
20	13	1	321.2589928	68.64568345
				
20	14	3	272.1578467	69.62226277
				
20	15	2	460.207528	69.63377416
				
20	16	3	65.67020024	73.78680801
				
20	17	2	175.8395657	74.95416164
				
20	18	1	358.2529572	77.85714286
				
20	19	1	395.5395221	82.95496324
				
20	20	2	425.6294278	98.62851953
				
20	21	2	215.1794286	101.7702857
				
20	22	3	25.88321168	103.959854
				
20	23	1	297.7057728	108.7709497
				
20	24	2	156.1117196	112.2508215
				
20	25	3	253.0526316	114.5172065
				
20	26	1	106.5073892	117.5899015
				
20	27	2	460.5447471	118.0214008
				
20	28	2	333.6137874	120.6893688
				
20	29	2	374.7757528	123.6386688
				
20	30	4	66.44336175	125.8367844
				
20	31	2	413.2479424	138.1018519
				
20	32	3	276.210728	145.5210728
				
20	33	2	199.1227679	147.0256696
				
20	34	3	22.16440049	149.7589617
				
20	35	2	146.5187354	153.2014052
				
20	36	2	464.0252613	158.3327526
				
20	37	1	340.1293103	163.0766284
				
20	38	2	72.83167082	168.3042394
				
20	39	2	239.4900285	168.0930674
				
20	40	2	417.3238587	175.255814
				
20	41	2	291.611215	178.1794393
				
20	42	2	383.7032967	181.7572428
				
20	43	3	29.70182292	187.7304688
				
20	44	2	105.5152999	186.5373317
				
20	45	2	190.7896592	186.6733255
				
20	46	2	450.7388414	199.711301
				
20	47	2	322.5797373	202.9512195
				
20	48	2	138.7101096	208.4738124
				
20	49	2	261.7382979	213.5
				
20	50	2	358.7576553	213.7769029
				
20	51	2	51.88366337	221.9084158
				
20	52	2	418.9932773	223.8016807
				
20	53	2	179.7443439	228.8812217
				
21	1	3	69.96235885	18.99247177
				
21	2	3	28.43018868	25.7345912
				
21	3	2	190.6786141	29.44086022
				
21	4	2	245.3292434	29.9795501
				
21	5	2	301.284658	29.55452865
				
21	6	1	403.2537445	31.55859031
				
21	7	2	365.0532751	34.61921397
				
21	8	3	481.0900099	35.49159248
				
21	9	2	435.5304878	45.99288618
				
21	10	2	97.16479401	51.74157303
				
21	11	1	219.3581081	59.31981982
				
21	12	2	132.986747	64.41325301
				
21	13	1	320.3124397	67.86692382
				
21	14	2	458.2631068	68.65631068
				
21	15	2	269.78	69.875
				
21	16	2	64.05608592	73.66109785
				
21	17	2	174.2850521	74.49015064
				
21	18	1	357.2197891	77.71046229
				
21	19	1	396.2702916	78.72025217
				
21	20	2	213.7469066	100.832396
				
21	21	2	425.5503944	99.02629273
				
21	22	2	23.51404151	102.9365079
				
21	23	2	296.7078544	106.4070881
				
21	24	2	153.5752401	111.0149413
				
21	25	2	251.6462019	114.0176899
				
21	26	3	458.7020158	117.5486415
				
21	27	2	104.6314496	116.7764128
				
21	28	2	332.2777321	118.1676253
				
21	29	2	371.556872	124.2851501
				
21	30	3	64.56654457	124.7472527
				
21	31	2	413.9694812	137.1932859
				
21	32	2	274.0967118	144.827853
				
21	33	2	196.6236934	145.9465738
				
21	34	2	21.08207071	148.3939394
				
21	35	1	144.6958042	151.3158508
				
21	36	2	463.8696445	158.8313583
				
21	37	3	339.0678295	161.7955426
				
21	38	2	72.50899743	167.0539846
				
21	39	2	237.5048754	167.5438787
				
21	40	2	417.4222615	175.1457597
				
21	41	2	290.3705584	179.4761421
				
21	42	3	381.3647959	181.8835034
				
21	43	2	105.3154122	185.0155317
				
21	44	2	29.24125	186.32
				
21	45	2	189.5181712	186.3821805
				
21	46	2	322.5756187	200.136572
				
21	47	2	449.4435897	200.3042735
				
21	48	2	137.8125	207.6391509
				
21	49	2	258.3453608	211.6958763
				
21	50	2	358.1887391	214.4702617
				
21	51	2	51.3402439	220.8121951
				
21	52	2	417.1304348	223.8704177
				
21	53	2	179.0315315	227.8896396
				
21	54	2	222.2256298	232.0197152
				
22	1	2	68.57649939	19.48592411
				
22	2	2	27.38209332	26.69482976
				
22	3	2	190.2930622	29.54545455
				
22	4	2	403.4088448	31.7301444
				
22	5	2	243.6040992	31.22545847
				
22	6	2	299.63125	29.31770833
				
22	7	2	480.9019981	36.06279734
				
22	8	2	365.5381883	35.1625222
				
22	9	2	436.1348651	45.87212787
				
22	10	2	95.30471584	51.96977025
				
22	11	2	219.1687151	59.68715084
				
22	12	2	132.137037	64.13580247
				
22	13	1	318.7418426	68.91362764
				
22	14	2	459.1305699	68.57512953
				
22	15	2	270.7016729	71.54182156
				
22	16	2	62.93606755	74.30518697
				
22	17	2	356.087344	77.09625668
				
22	18	2	173.1825397	75.56575964
				
22	19	1	394.4669725	81.67431193
				
22	20	2	425.055773	99.3444227
				
22	21	2	212.037037	101.4375
				
22	22	2	22.40722291	103.2876712
				
22	23	1	296.3791267	106.627263
				
22	24	2	152.3937709	110.5661847
				
22	25	2	459.2947867	116.0085308
				
22	26	2	249.5798499	115.6366559
				
22	27	2	104.6539877	116.4638037
				
22	28	2	333.6194226	120.2729659
				
22	29	2	64.05037783	124
				
22	30	2	372.661512	124.1950172
				
22	31	2	412.7599558	137.9137168
				
22	32	2	195.076223	145.6484642
				
22	33	2	273.2976313	145.9907312
				
22	34	2	20.48488665	148.5780856
				
22	35	2	144.1526252	150.4468864
				
22	36	2	463.125	156.196
				
22	37	3	338.5401024	162.9197952
				
22	38	2	72.03571429	167.2410714
				
22	39	2	236.1960168	167.8280922
				
22	40	2	420.1615905	175.3764805
				
22	41	2	290.6902944	179.6619411
				
22	42	2	381.8552158	180.0863309
				
22	43	2	105.1239157	184.2614622
				
22	44	2	189.0059172	185.7207101
				
22	45	2	29.1685254	186.4634449
				
22	46	2	449.8946903	200.1221239
				
22	47	3	321.1455399	202.0300469
				
22	48	3	137.3690037	206.0541205
				
22	49	2	257.9755352	210.5637105
				
22	50	3	357.4896617	214.093985
				
22	51	2	49.58068615	220.202033
				
22	52	2	416.7783735	223.4959786
				
22	53	2	177.4693219	225.9149623
				
22	54	2	220.9266366	230.9074492
				
23	1	2	67.45325444	20.74556213
				
23	2	3	27.17979003	27.40551181
				
23	3	2	188.9622196	31.69539551
				
23	4	2	242.0164654	32.34357849
				
23	5	2	298.5715677	31.49659202
				
23	6	2	403.3852243	33.45294635
				
23	7	2	364.6423077	37.10384615
				
23	8	2	481.7112245	37.56530612
				
23	9	2	433.7939086	48.80101523
				
23	10	2	94.11390887	54.44724221
				
23	11	0	217.6456257	61.9324474
				
23	12	3	130.7727273	66.37592138
				
23	13	1	318.159	71.09
				
23	14	2	269.118541	72.33941236
				
23	15	3	460.3456014	70.66696589
				
23	16	2	61.71358629	75.54589963
				
23	17	2	171.6175799	77.58447489
				
23	18	1	356.0282258	78.37802419
				
23	19	1	394.1828571	83.42380952
				
23	20	2	425.8942308	100.3836538
				
23	21	2	211.5480769	101.7199519
				
23	22	2	22.35524652	103.6738306
				
23	23	1	295.041621	106.5202629
				
23	24	2	151.2223558	111.3617788
				
23	25	2	249.3483264	115.5125523
				
23	26	2	103.2385542	117.7662651
				
23	27	2	459.9350373	116.7486688
				
23	28	1	332.3227092	119.9571713
				
23	29	2	63.46135553	123.8501784
				
23	30	2	373.6492729	125.6184773
				
23	31	2	413.6171875	139.7723214
				
23	32	2	193.9113356	145.9236813
				
23	33	2	272.4637965	144.7837573
				
23	34	2	19.68068331	147.7109067
				
23	35	3	143.463357	151.1619385
				
23	36	2	463.4019704	157.1970443
				
23	37	3	339.8089552	160.6298507
				
23	38	3	71.49210207	167.1956258
				
23	39	2	234.6826281	167.8195991
				
23	40	2	419.6118182	175.7654545
				
23	41	3	381.5871098	176.6294058
				
23	42	2	290.1013072	178.711329
				
23	43	2	188.056338	184.3755869
				
23	44	2	28.68779904	185.354067
				
23	45	2	104.5257862	183.5685535
				
23	46	2	451.2144144	199.2234234
				
23	47	2	320.9578189	200.7788066
				
23	48	2	136.850059	204.9763872
				
23	49	2	257.6523143	211.2831001
				
23	50	2	357.4618215	214.9926403
				
23	51	2	49.13918129	219.0315789
				
23	52	2	415.5435407	222.3674641
				
23	53	2	178.2781863	224.1580882
				
23	54	2	219.8016627	229.5700713
				
24	1	2	66.96595208	23.2332913
				
24	2	2	27.37642586	29.19518378
				
24	3	1	404.4986737	37.23342175
				
24	4	3	189.3545771	35.28852839
				
24	5	2	242.621098	36.05059203
				
24	6	2	299.7131707	33.37268293
				
24	7	2	365.8542024	40.02830189
				
24	8	2	481.9736308	41.04969574
				
24	9	2	435.2858546	52.52357564
				
24	10	2	94.01052632	56.10409357
				
24	11	2	217.0515695	64.70179372
				
24	12	2	130.846988	68.57951807
				
24	13	1	317.9256039	72.63478261
				
24	14	2	460.9351111	73.85688889
				
24	15	2	61.86903305	76.5128519
				
24	16	3	268.9758149	74.9148265
				
24	17	2	171.1956522	80.30555556
				
24	18	1	356.3604015	80.78558394
				
24	19	1	396.1246753	86.2008658
				
24	20	2	211.5632184	103.6002554
				
24	21	2	425.2082922	103.3672261
				
24	22	2	21.62207792	104.6961039
				
24	23	2	294.3052995	109.2799539
				
24	24	2	149.7139272	112.9272271
				
24	25	2	103.2594397	119.3105968
				
24	26	2	248.1911602	117.7403315
				
24	27	2	461.8984587	120.4224841
				
24	28	2	331.7267442	120.8362403
				
24	29	2	63.13846154	124.9940828
				
24	30	2	373.4483955	126.34085
				
24	31	4	413.3031219	139.7009063
				
24	32	2	192.826087	146.8613396
				
24	33	2	272.9789579	145.9328657
				
24	34	2	19.48737374	148.8244949
				
24	35	2	142.7018405	151.206135
				
24	36	2	465.109328	158.3029087
				
24	37	2	340.1221532	160.9596273
				
24	38	2	70.75252525	167.3522727
				
24	39	2	234.9417928	168.201397
				
24	40	2	419.0390244	178.2243902
				
24	41	4	290.5947996	178.8656555
				
24	42	3	381.8042194	178.9687764
				
24	43	2	104.5513514	182.0459459
				
24	44	2	187.2780488	183.6060976
				
24	45	2	28.20618557	186.0064433
				
24	46	2	451.3166667	198.7666667
				
24	47	2	320.9271592	200.2872008
				
24	48	3	136.5282051	203.3935897
				
24	49	2	256.1183575	210.0555556
				
24	50	2	358.0711144	210.9222874
				
24	51	2	48.89285714	218.1859606
				
24	52	3	177.5578704	222.7303241
				
24	53	2	416.0230461	222.6993988
				
24	54	2	219.5302096	227.9605425
				
24	55	1	86.65192084	233.540163
				
25	1	2	115.9591078	20.17472119
				
25	2	2	153.702381	19.26428571
				
25	3	2	66.90573248	25.95031847
				
25	4	2	27.9393531	33.28032345
				
25	5	3	298.76308	38.46791708
				
25	6	2	188.1683047	39.57862408
				
25	7	2	241.7678161	40.12068966
				
25	8	2	405.4382326	42.39495041
				
25	9	1	366.3862385	45.19449541
				
25	10	3	483.3976024	45.81418581
				
25	11	2	436.0851064	56.63182239
				
25	12	2	94.65632458	59.1646778
				
25	13	2	216.3116564	68.1791411
				
25	14	2	130.302168	71.84281843
				
25	15	1	318.7746625	75.97300104
				
25	16	2	268.2639916	78.53643083
				
25	17	2	462.7497547	78.41511286
				
25	18	2	61.58322581	79.13032258
				
25	19	2	170.4950125	82.71321696
				
25	20	1	355.7305556	84.63333333
				
25	21	1	394.5795954	90.75197889
				
25	22	2	21.95984456	107.2875648
				
25	23	2	210.7044271	106.9036458
				
25	24	2	424.7696381	109.6531333
				
25	25	1	294.4580384	113.0515672
				
25	26	2	148.7458894	114.573991
				
25	27	2	102.8665851	119.2276622
				
25	28	2	248.3542857	119.1005714
				
25	29	1	332.4064386	123.6458753
				
25	30	2	462.2726531	126.2187755
				
25	31	2	63.68908629	127.284264
				
25	32	3	372.9648506	129.6344464
				
25	33	2	412.0461725	144.6524909
				
25	34	2	272.935883	147.5579303
				
25	35	2	192.9656925	148.1893266
				
25	36	3	20.03776042	150.6966146
				
25	37	2	142.0917553	150.5119681
				
25	38	2	465.4049676	161.3520518
				
25	39	2	339.8703297	162.867033
				
25	40	2	71.98680739	169.3443272
				
25	41	2	234.42362	169.7368421
				
25	42	2	290.056541	179.5110865
				
25	43	2	382.1358921	180.7427386
				
25	44	2	418.4687747	178.8134387
				
25	45	1	187.7669903	183.6796117
				
25	46	2	106.5348485	181.8969697
				
25	47	2	28.73677249	187.1164021
				
25	48	2	451.7916019	195.9914463
				
25	49	2	137.0427236	202.8411215
				
25	50	2	320.3513514	203.7401247
				
25	51	2	256.1278649	211.1917973
				
25	52	2	357.3199659	213.081058
				
25	53	2	50.53360768	218.3196159
				
25	54	2	177.1905388	221.1931669
				
25	55	2	417.6829502	223.8802682
				
25	56	2	219.1154381	227.0834492
				
25	57	1	86.544	231.856
